"AÑO","CODIGOOBJETODELGASTO","CODIGOAUXILIAR","NOMBREOBJETODELGASTO","CODIGOGRUPO","CODIGOSUBGRUPO"
2019,252,0,"De inmuebles contratados fuera del país",2,5
2019,252,1,"De inmuebles contratados fuera del país- Ejerc. anteriores",2,5
2019,253,0,"De equipos de computación",2,5
2019,254,0,"De equipos de oficina",2,5
2019,255,0,"De equipos y aparatos de audio y comunicación",2,5
2019,256,0,"De máquinas y equipos de construcción",2,5
2019,257,0,"De equipos de transporte y similares",2,5
2019,257,1,"Locomoción Contratada Asistencial-ambulancias-Sect.Salud",2,5
2019,257,2,"Locomoción Contratada Asistencial-otros vehic.-Sect.Salud",2,5
2019,258,0,"De equipos del Sector Salud",2,5
2019,258,1,"De equipos médicos-Sect.Salud",2,5
2019,258,2,"De termos oxígeno-Sect.Salud",2,5
2019,259,0,"Otros alquileres y arrendamientos",2,5
2019,259,1,"Otros arrendamientos-asistenciales-Sect.Salud",2,5
2019,259,2,"Dispositivos Electrònicos MInterior",2,5
2019,261,0,"Impuestos directos(de uso excls.de los Entes Desctr.)",2,6
2019,262,0,"Impuestos indirectos(de uso exclus. de los Entes Descentr.)",2,6
2019,263,0,"Tasas, contribuciones, multas y otros",2,6
2019,263,1,"Compensación por pago de tributos a Intendencias",2,6
2019,263,2,"Avalúos Banco de Previsión Social - BPS",2,6
2019,264,0,"Primas y otros gastos de seguro contratados dentro del país",2,6
2019,264,1,"Seguros-Sect.Salud",2,6
2019,264,2,"Seguros-Caución-Sect.Salud",2,6
2019,265,0,"Primas y otros gastos de seguro contratados fuera del país",2,6
2019,265,1,"Primas y gtos seg.contr.fuera del país ejercicios anteriores",2,6
2019,266,0,"Comisiones bancarias dentro del país",2,6
2019,266,1,"Comisiones por giro (servicio de préstamos)",2,6
2019,266,4,"Comisiones BROU por acreditación de Cheques de DGI 24y48Hs.",2,6
2019,266,5,"Comisiones BROU por servicios prestados a la Adm. Central",2,6
2019,266,6,"Comisiones BROU por acreditación de Cheques 24y48Hs.Adm.Cent",2,6
2019,266,7,"Comisiones BCU Transf.Electr.Proveed.Estado Otras Inst.Finan",2,6
2019,266,8,"Comisiones BROU por Recaudación Recursos Afec.Especial Fin12",2,6
2019,267,0,"Comisiones bancarias fuera del país",2,6
2019,267,1,"Comisiones BROU por servicios administrativos",2,6
2019,268,0,"Comisiones no financieras(uso exclu.org.con activ.comercial)",2,6
2019,269,0,"Otros tributos, multas, recargos, seguros y comisiones",2,6
2019,269,1,"Comisión por Recaudación DGI",2,6
2019,269,2,"Comisión operadores turísticos por reintegros",2,6
2019,271,0,"De inmuebles e instalaciones",2,7
2019,271,1,"Servicio de instalación y suministro de luminarias",2,7
2019,272,0,"De maquinas y equipos industriales",2,7
2019,273,0,"De automotores",2,7
2019,273,1,"De Ambulancias y otros vehíc.asistenciales-Sect.Salud",2,7
2019,274,0,"De otros medios de transporte",2,7
2019,275,0,"De mobiliario y equipo de oficina y computación",2,7
2019,276,0,"De otras maquinas y equipos",2,7
2019,276,1,"De Equipos Médicos y de laboratorio-Sect.Salud",2,7
2019,276,2,"De Equipos no médicos-asistenciales-Sect.Salud",2,7
2019,276,3,"De Equipos no médicos-no asistenciales-Sect.Salud",2,7
2019,277,0,"De vías de comunicación",2,7
2019,278,0,"De limpieza, aseo y fumigación",2,7
2019,278,1,"Limp.,aseo y fumig. ANEP",2,7
2019,278,2,"De recolección residuos hospitalarios",2,7
2019,278,3,"De Limpieza en casa asistidas - refugios",2,7
2019,278,4,"De Limpieza en Centros de Atención Ley de Faltas",2,7
2019,279,0,"Otros servicios para mantenimiento, reparaciones y limpieza",2,7
2019,281,0,"Estudios, investigaciones y proyectos de factibilidad",2,8
2019,281,1,"Fondo de Evaluación de Inversiones-OPP",2,8
2019,282,0,"Profesionales y técnicos",2,8
2019,282,1,"Profesionales No Médicos-Asistenciales-Sect.Salud",2,8
2019,282,2,"Profesionales No Médicos-No Asistenciales-Sect.Salud",2,8
2019,282,3,"Servicios de estudios técnicos",2,8
2019,283,0,"Servicios médicos, sanitarios y sociales",2,8
2019,283,1,"CTI (UCAMAE)",2,8
2019,283,2,"Estudios (UCAMAE)",2,8
2019,283,3,"Médicos y Odontólogos-Sect.Salud",2,8
2019,283,4,"Anestésicos Quirúrgicos-Sect.Salud",2,8
2019,283,5,"Servicios No médicos,diagnósticos y/o tratamiento-Sect.Salud",2,8
2019,283,6,"Servicios Asistenciales con Otras Empresas-Sect.Salud",2,8
2019,283,7,"Servicios Internación en Sanatorios y Hospitales-Sect.Salud",2,8
2019,283,8,"CTI Adultos-Sect.Salud",2,8
2019,283,9,"CTI Pediátrico-Sect.Salud",2,8
2019,283,10,"CTI Neonatal-Sect.Salud",2,8
2019,283,11,"Laboratorios de Análisis Clínicos-Sect.Salud",2,8
2019,283,12,"Laboratorios de Anatomía Patológica-Sect.Salud",2,8
2019,283,13,"Radiología-Sect.Salud",2,8
2019,283,14,"Resonancia Magnética-Sect.Salud",2,8
2019,283,15,"Tomografía Computada-Sect.Salud",2,8
2019,283,16,"Angiografía Digiatal-Sect.Salud",2,8
2019,283,17,"Estudios Oftalmológicos-Sect.Salud",2,8
2019,283,18,"Estudios Cardiológicos-Sect.Salud",2,8
2019,283,19,"Tratamientos Odontológicos-Sect.Salud",2,8
2019,283,20,"Servicio de Hemoterapia-Sect.Salud",2,8
2019,283,21,"Servicio de Fisioterapia-Sect.Salud",2,8
2019,283,22,"Servicio de Oxigenoterapia-Sect.Salud",2,8
2019,283,23,"Radioterapia-Sect.Salud",2,8
2019,283,24,"Otros Servicios Médicos y sanitarios Contratados-Sect.Salud",2,8
2019,283,25,"Servicio acompañante enfermos en casas asistidas por MIDES",2,8
2019,283,26,"Servicios contratados Prog. de Inclusion en Cuidados MIDES",2,8
2019,283,27,"Servicios médicos sanitarios y sociales Ordenanza 692/16 MSP",2,8
2019,284,0,"Servicios de capacitación",2,8
2019,284,1,"Part.Perfeccionamiento Académico EscI PJ y miemb.TCA",2,8
2019,284,2,"Part.Perfeccionam Academ.Def.OfyAct(Ac.Adj,Sec.I,Insp.yDDiv)",2,8
2019,284,3,"Partida Perfeccionam.Académico y perfeccionamiento técnico",2,8
2019,284,4,"Part.Capac.Técnica Esc.B al F, Fiscal de Corte",2,8
2019,284,5,"Part.Perf.Académico Esc.VII Def.Púb.c/Dedicación Exclusiva",2,8
2019,285,0,"Servicios informáticos y anexos",2,8
2019,285,1,"Servicio de mantenimiento SISCONVE",2,8
2019,285,2,"Servicios de mantenimiento TAG",2,8
2019,286,0,"Artísticos y similares",2,8
2019,289,0,"Otros servicios profesionales y técnicos",2,8
2019,289,1,"Prestaciones por Convenios CAIF-Parcial",2,8
2019,289,2,"Prestaciones por Convenios Club de Niños-Parcial",2,8
2019,289,3,"Prestaciones por Convenios Centro Juvenil -Parcial",2,8
2019,289,4,"Prestaciones por Discapacidad-Parcial",2,8
2019,289,5,"Otras prestaciones NO incluidas en las anteriores-Parcial",2,8
2019,289,6,"Prestaciones hogares por Convenios 24 hs.-Completo",2,8
2019,289,7,"Prestaciones por Discapacidad-Completo",2,8
2019,289,8,"Otras prestaciones NO incluidas en las anteriores-Completo",2,8
2019,289,9,"Prestaciones p/ Convs.Libertad asistida y vigilada-Comunidad",2,8
2019,289,10,"Prestaciones por Equipo Territorial- Comunidad",2,8
2019,289,11,"Otras prestaciones NO incluidas en las anteriores- Comunidad",2,8
2019,289,12,"Cuidado de Menores de INISA",2,8
2019,291,0,"Servicios de vigilancia y custodia",2,9
2019,291,1,"Compensación por servicio de  vigilancia y control",2,9
2019,292,0,"Contratación de equipos,salas y conexos",2,9
2019,293,0,"Servicios portuarios",2,9
2019,294,0,"Servicios de alimentación",2,9
2019,294,1,"Serv. Alimentación en casa asistidas - refugios",2,9
2019,295,0,"Mantenimiento de representaciones en el exterior",2,9
2019,296,0,"Gastos de protocolo",2,9
2019,297,0,"Derechos y regalias",2,9
2019,298,0,"Asignación Contrataciones PPP",2,9
2019,298,1,"Contrataciones personales PPP",2,9
2019,298,2,"Pago de gastos de funcionamiento por PPP",2,9
2019,299,0,"Otros servicios no personales no incluídos en los anteriores",2,9
2019,299,1,"Servicios contratados con Terceros",2,9
2019,299,2,"Policía Ciudadana Imprevisto A1 L16814 D.120/97",2,9
2019,299,3," Adscripto.pers.colab.Presid.Rep A83L16736A65L17930",2,9
2019,299,4,"Serv.prof.y téc.(p/condición)Convenio p/Ley con Univ.Repúb.",2,9
2019,299,5,"Trabajo de reclusos remunerado A45 L14470",2,9
2019,299,6,"Recargos convenios MTOP",2,9
2019,299,7,"Campaña promocional de Turismo.A27 L18046",2,9
2019,299,8,"Servicio de pesas y medidas",2,9
2019,311,0,"Agropecuaria, de pesca y  de minería",3,1
2019,312,0,"De industria manufacturera",3,1
2019,313,0,"De electricidad , gas y agua",3,1
2019,314,0,"De construcción",3,1
2019,315,0,"De la industria petrolera y conexa",3,1
2019,319,0,"Otros equipos y maquinarias de producción",3,1
2019,321,0,"Maquinas de escribir y calcular",3,2
2019,322,0,"Equipos de telefonía y similares",3,2
2019,323,0,"Equipos de informática",3,2
2019,324,0,"Equipos de imprenta, fotocopiadoras y similares",3,2
2019,325,0,"Equipos eléctricos de uso doméstico",3,2
2019,326,0,"Mobiliario de oficina",3,2
2019,327,0,"Equipamiento para prevención de incendio",3,2
2019,328,0,"Equipamiento para prevención de robos",3,2
2019,329,0,"Otros equipos mobiliarios, de oficina y maquinarias",3,2
2019,331,0,"Médicos, quirúrgicos, de laboratorio y otros de la salud",3,3
2019,331,1,"Equipos e Instalaciones Médico-Quirúrgicas-Sect.Salúd",3,3
2019,331,2,"Imagenología-Sect.Salúd",3,3
2019,332,0,"Técnico y científico",3,3
2019,339,0,"Otros equipos sanitarios y científicos",3,3
2019,341,0,"Equipos audiovisuales, de fotografia y similares",3,4
2019,342,0,"Obras de arte y piezas de museo",3,4
2019,343,0,"Equipos deportivos y recreativos",3,4
2019,344,0,"Mobiliario afectado a estas actividades",3,4
2019,349,0,"Otros equipos educaciones, cultutales y recreativos",3,4
2019,351,0,"Omnibus",3,5
2019,352,0,"Camiones",3,5
2019,353,0,"Otros vehiculos automoviles",3,5
2019,353,1,"Vehículos Asistenciales-Sect.Salúd",3,5
2019,353,2,"Vehículos No Asistenciales-Sect.Salúd",3,5
2019,354,0,"Equipos ferroviarios",3,5
2019,355,0,"Embarcaciones",3,5
2019,356,0,"Aeronaves",3,5
2019,357,0,"Equipos de tracción y elevación",3,5
2019,358,0,"Equipos de comunicaciones",3,5
2019,359,0,"Otros equipos de transporte",3,5
2019,361,0,"Para máquinas y equipos de producción",3,6
2019,362,0,"Para máquinas y equipos de oficina",3,6
2019,363,0,"Para equipos médico-sanitarios, y científicos",3,6
2019,364,0,"Para equipos educacionales, culturales y recreativos",3,6
2019,365,0,"Para equipos de transporte",3,6
2019,366,0,"Para equipos de tracción y elevación",3,6
2019,367,0,"Para equipos de comunicaciones",3,6
2019,369,0,"Para motores y repuestos mayores",3,6
2019,371,0,"Tierras y terrenos",3,7
2019,371,1,"Terrenos Asistenciales No Amortizables-Sect.Salúd",3,7
2019,371,2,"Terrenos No Asistenciales No Amortizables-Sect.Salúd",3,7
2019,372,0,"Edificios e instalaciones",3,7
2019,372,1,"Inmuebles Asistenciales Amortizables-Sect.Salúd",3,7
2019,379,0,"Otros Edificios, tierras y bienes preexistentes",3,7
2019,381,0,"Viviendas",3,8
2019,382,0,"Otras edificaciones",3,8
2019,383,0,"Obras hidraulicas, hidroelectricas y sanitarias",3,8
2019,384,0,"Instalaciones de transmisión y distribución",3,8
2019,385,0,"Perforaciones y exploraciones mineras",3,8
2019,386,0,"Otras construcciones de dominio privado",3,8
2019,387,0,"VÍas de comunicación",3,8
2019,387,1,"Mantenim.carretera-SubsidioCVialUrug.S.A.(Anexo I,4Comp1,ii)",3,8
2019,389,0,"Otras construcciones de dominio público",3,8
2019,391,0,"Equipo militar y seguridad",3,9
2019,392,0,"Semovientes",3,9
2019,393,0,"Programas de computación y similares",3,9
2019,394,0,"Activos intangibles",3,9
2019,398,0,"Partida Invers.uso excl.Entes Descentraliz.Pto.Nal.Fin11",3,9
2019,399,0,"Otros bienes de uso no incluídos en los anteriores",3,9
2019,399,1,"Trabajos en rég.de adm.directa por la D.N.Arquitectura",3,9
2019,411,0,"Aportes de Capital a Instituciones Privadas No Financieras",4,1
2019,412,0,"Aportes de Capital a Instituciones Privadas Financieras",4,1
2019,412,1,"Nuevo Banco Comercial",4,1
2019,413,0,"Aportes de Capital a Instituciones  Públicas No  Financieras",4,1
2019,414,0,"Aportes de Capital a Instituciones  Públicas Financieras",4,1
2019,415,0,"Aportes de Capital a  Organismos Internacionales",4,1
2019,416,0,"Aportes de Capital a Empresas Públicas Multinacionales",4,1
2019,417,0,"Aportes de Capital a Otras Organizaciones del Sector Externo",4,1
2019,421,0,"Préstamos otorg.a Largo Plazo a Instituc.Privadas No Financ.",4,2
2019,421,1,"A productores y cooperativas rurales",4,2
2019,422,0,"Préstamos otorg.a Largo Plazo a Instituc.Privadas Financier.",4,2
2019,422,1,"Banco Comercial",4,2
2019,422,2,"Banco Montevideo",4,2
2019,422,3,"Banco Caja Obrera",4,2
2019,422,4,"Banco Montevideo y Caja Obrera",4,2
2019,422,5,"Banco de Crédito",4,2
2019,422,6,"Coop. Ahorro y Crédito del Uruguay (CAYCU) - Acred.Ret. 7 11",4,2
2019,423,0,"Préstamos otorg.a Largo Plazo a la Organización Central",4,2
2019,424,0,"Préstamos otorg.a Largo Plazo a Instituc.de Seguridad Social",4,2
2019,425,0,"Préstamos otorg. a Largo Plazo a Gobiernos Departamentales",4,2
2019,426,0,"Préstamos otorg. a Largo Plazo a Instituc.Públicas Financier",4,2
2019,426,1,"BCU con destino a Micro y Pequeña Empresa-CND A5L16882",4,2
2019,426,2,"BROU",4,2
2019,426,3,"BHU",4,2
2019,426,4,"BCU(por superintendencia del MEF- Tesoro Nacional)",4,2
2019,427,0,"Préstamos otorg.a Largo Plazo a Instituc.Públicas No Financ.",4,2
2019,427,1,"CND- Corporación Nacional para el Desarrollo",4,2
2019,428,0,"Préstamos otorg. a Largo Plazo a Empresas Públicas Multinac.",4,2
2019,429,0,"Préstamos otorg. a Largo Plazo a Otros Org. del Sector Exter",4,2
2019,431,0,"Préstamos otorg.a Corto Plazo a Instituc.Privadas No Financ.",4,3
2019,432,0,"Préstamos otorg.a Corto Plazo a Instituc.Privadas Financier.",4,3
2019,433,0,"Préstamos otorg.a Corto Plazo a la Organización Central",4,3
2019,434,0,"Préstamos otorg.a Corto Plazo a Instituc.de Seguridad Social",4,3
2019,435,0,"Préstamos otorg. a Corto Plazo a Gobiernos Departamentales",4,3
2019,436,0,"Préstamos otorg. a Corto Plazo a Instituc.Públicas Financier",4,3
2019,437,0,"Préstamos otorg.a Corto Plazo a Instituc.Públicas No Financ.",4,3
2019,438,0,"Préstamos otorg. a Corto Plazo a Empresas Públicas Multinac.",4,3
2019,439,0,"Préstamos otorg. a Corto Plazo a Otros Org. del Sector Exter",4,3
2019,441,0,"Títulos y valores públicos a largo plazo",4,4
2019,442,0,"Títulos y valores privados a largo plazo",4,4
2019,491,0,"Fideicomisos",4,9
2019,492,0,"Depósitos en garantía",4,9
2019,492,1,"Corporación Nacional para el Desarrollo",4,9
2019,511,0,"A Empresas Públicas no Financieras",5,1
2019,511,1,"Subsidio AFE",5,1
2019,511,2,"Subsido PLUNA",5,1
2019,511,7,"Administración Nacional Correos",5,1
2019,511,10,"Instituto Nacional de Colonizaciòn",5,1
2019,511,12,"Instituto Nacional Colonización- Impuesto Adicional",5,1
2019,511,13,"Dirección Nal. Correo-Tasa de Financiamiento Servicio Postal",5,1
2019,511,15,"Premios Lucha Antidrogas y Lavado Activos",5,1
2019,511,17,"Subsidio a OSE",5,1
2019,512,0,"A Instituciones Financieras",5,1
2019,512,1,"Régimen de Prefinanciación de las Exportaciones- BCU",5,1
2019,513,0,"A Instituciones de la Seguridad Social",5,1
2019,513,1,"Asistencia Financiera a Retirados Militares",5,1
2019,513,2,"Asistencia Financiera al Banco de Previsión Social",5,1
2019,513,3,"Asistencia Financiera a Retirados Policiales",5,1
2019,513,6,"Asistencia Finaciera Pre-Jubilados B.P.S.",5,1
2019,513,7,"Asistencia Financiera Pre-Jubilados Policiales",5,1
2019,513,8,"Asistencia Financiera a Jubilados Reincorporados del MDN",5,1
2019,513,9,"Sistema de Regulación Jub.y Pens.de Magistrados Judiciales",5,1
2019,513,11,"Caja Bancaria - Rentas Afectadas",5,1
2019,513,12,"Banco de Previsión Social - Rentas Afectadas",5,1
2019,513,15,"Caja Militar- Situación de Retiro p/motivos Politicos",5,1
2019,513,16,"Caja Militar- Incremento 25% en Situación de Retiro",5,1
2019,513,18,"Caja Profesional Universitarios(CPU)-Rentas Afectadas",5,1
2019,513,19,"Rentas Afectadas BPS por COFIS",5,1
2019,513,20,"Caja Jubilaciones y Pensiones Bancarias- RRGG",5,1
2019,513,21,"Asistencia Financiera Industria Frigorífica B.P.S.",5,1
2019,513,22,"Subsidio por Enfermedad",5,1
2019,513,23,"Prestaciones Complementarias de Salud",5,1
2019,513,24,"Subsidio por Desempleo",5,1
2019,513,25,"Pensiones Reparatorias",5,1
2019,513,26,"Reparación a familiares por violencia doméstica",5,1
2019,513,27,"Asistencia financiera por desafiliación de las AFAPS",5,1
2019,514,0,"A Gobiernos Departamentales",5,1
2019,514,21,"Ayuda Alimentaria a Comedores Públicos y Escolares",5,1
2019,514,22,"A Gobiernos Departamentales  Artigas",5,1
2019,514,23,"A Gobiernos Departamentales Canelones",5,1
2019,514,24,"A Gobiernos Departamentales Cerro Largo",5,1
2019,514,25,"A Gobiernos Departamentales Colonia",5,1
2019,514,26,"A Gobiernos Departamentales Durazno",5,1
2019,514,27,"A Gobiernos Departamentales Flores",5,1
2019,514,28,"A Gobiernos Departamentales Florida",5,1
2019,514,29,"A Gobiernos Departamentales Lavalleja",5,1
2019,514,30,"A Gobiernos Departamentales Maldonado",5,1
2019,514,31,"A Gobiernos Departamentales Paysandú",5,1
2019,514,32,"A Gobiernos Departamentales Río Negro",5,1
2019,514,33,"A Gobiernos Departamentales Rivera",5,1
2019,514,34,"A Gobiernos Departamentales Rocha",5,1
2019,514,35,"A Gobiernos Departamentales Salto",5,1
2019,514,36,"A Gobiernos Departamentales San José",5,1
2019,514,37,"A Gobiernos Departamentales Soriano",5,1
2019,514,38,"A Gobiernos Departamentales Tacuarembó",5,1
2019,514,39,"A Gobiernos Departamentales Treinta y Tres",5,1
2019,514,40,"A Gobiernos Departamentales Montevideo",5,1
2019,514,77,"Sistema Único de Cobro de Ingresos Vehiculares",5,1
2019,514,79,"Partida Anual a Gobiernos Departamentales p/Funcionamiento",5,1
2019,514,80,"Partida P.E. por Alumbrado Público a Gobiernos Dtales",5,1
2019,514,81,"Fondo de Incentivo para Gestión de Municipios",5,1
2019,514,83,"Fondo de Incentivo Gestión de Municipios-Comisión Sectorial",5,1
2019,514,84,"Fondo de Incentivo Gestión de Municipios Comprom. de Gestion",5,1
2019,514,100,"Convenios de la Administración a Gobiernos Departamentales",5,1
2019,514,101,"Convenios del MVOTMA con varias Intendencias Municipales",5,1
2019,515,0,"A Gobierno Central",5,1
2019,519,0,"Otras Transferencias Corrientes al Sector Público",5,1
2019,519,1,"Delegación Uruguaya Comisión Técnica Mixta Salto Grande",5,1
2019,519,2,"Agencia Nacional de Vivienda",5,1
2019,519,3,"Sistema Integrado de Salud",5,1
2019,519,6,"Fondos destinados a Instituto Evaluación Educativa",5,1
2019,521,0,"Sector agricola",5,2
2019,521,1,"Compensación Asistencia Financiera. BPS c/ Sec.Agrícola",5,2
2019,521,2,"Fondo Forestal, Prestación de Subsidio a Productores",5,2
2019,522,0,"Empresas del Sector Pecuario",5,2
2019,522,1,"Compensación Asistencia Financiera. BPS c/Sec.Pecuario",5,2
2019,522,2,"Fondo Permanente de Indemnización-MGAP",5,2
2019,522,3,"Credito Fiscal c/DGI p/titulares Explotaciones Agropecuarias",5,2
2019,522,4,"Subsidio Empresas Lacteas",5,2
2019,523,0,"Empresas del Sector Pesquero",5,2
2019,524,0,"Empresas del Sector Manufacturero",5,2
2019,524,1,"Subvención destinado -Sector Vestimenta lit.A)",5,2
2019,524,2,"Subvención destinado -Sector Vestimenta lit C)",5,2
2019,525,0,"Sector Seguridad Social",5,2
2019,525,1,"Asis..Caja Notarial- Pension Reparatoria",5,2
2019,525,2,"Asis.Caja Profesional y Universitaria Pension Reparatoria",5,2
2019,525,3,"Asis.Caja Bancaria Pension Reparatoria",5,2
2019,529,0,"Transferencias Corrientes a Sector Privado no incl.anteriors",5,2
2019,529,5,"Certificados de Créditos Emitidos por D.G.I.",5,2
2019,529,8,"Subvención a Comisión Adm.Fdo Fometo Prensa Interior(R.Afec)",5,2
2019,529,9,"Fondo Reconversión Laboral (R.Afect.)",5,2
2019,529,11,"Convenio Cooperación Técnica entre OPP-CND",5,2
2019,529,12,"Fondo Convergencia Estructural del Mercosur (FOCEM)",5,2
2019,529,13,"Instituciones de Conglomerados",5,2
2019,529,14,"SubsidioTransporte Colectivo de Pasajeros-MEF",5,2
2019,529,15,"Convenio de Colaboración CND-MEF",5,2
2019,529,17,"Convenio Centro Atención Ciudadana - CND-OPP",5,2
2019,529,18,"Premios Lucha Antidrogas y Lavado Activos",5,2
2019,529,19,"Convenio Asistencia Vía Pública MSP-MI",5,2
2019,529,22,"Fondo de Estabilizaciòn Energética",5,2
2019,529,23,"Servicio Guardería Programa Cercanía-Plan 7 Zonas",5,2
2019,529,24,"Convenio Fundación RIDGE-MEF",5,2
2019,529,25,"Servicio Casas Comunitarias Cuidados (CCC)",5,2
2019,531,0,"A Empresas Púlicas no Financieras",5,3
2019,533,0,"A Instituciones de la Seguridad Social",5,3
2019,534,0,"A Gobiernos Departamentales",5,3
2019,534,11,"Proyecto de Mantenimiento y  Adecuación Infraestructura",5,3
2019,534,50,"Politicas de Descentralización a nivel de Gobiernos Dptales",5,3
2019,534,51,"Politicas de Descentralización I.M.ARTIGAS (25%)",5,3
2019,534,52,"Politicas de Descentralización  I.M.CANELONES",5,3
2019,534,53,"Politicas de Descentralización  I.M.CERRO LARGO",5,3
2019,534,54,"Politicas de Descentralización  I.M.COLONIA",5,3
2019,534,55,"Politicas de Descentralización  I.M.DURAZNO",5,3
2019,534,56,"Politicas de Descentralización  I.M.FLORES",5,3
2019,534,57,"Politicas de Descentralización  I.M.FLORIDA",5,3
2019,534,58,"Politicas de Descentralización  I.M.LAVALLEJA",5,3
2019,534,59,"Politicas de Descentralización  I.M.MALDONADO",5,3
2019,534,60,"Politicas de Descentralización  I.M.PAYSANDU",5,3
2019,534,61,"Politicas de Descentralización  I.M.RIO NEGRO",5,3
2019,534,62,"Politicas de Descentralización  I.M.RIVERA",5,3
2019,534,63,"Politicas de Descentralización  I.M.ROCHA",5,3
2019,534,64,"Politicas de Descentralización  I.M.SALTO",5,3
2019,534,65,"Politicas de Descentralización  I.M.SAN JOSE",5,3
2019,534,66,"Politicas de Descentralización  I.M.SORIANO",5,3
2019,534,67,"Politicas de Descentralización  I.M.TACUAREMBO",5,3
2019,534,68,"Politicas de Descentralización I.M.TREINTA Y TRES",5,3
2019,535,0,"A Gobierno Central",5,3
2019,539,0,"Transferencias de Capital a otros Org.del Sector Público",5,3
2019,541,0,"Transferencias de Capital a Sector Agrícola",5,4
2019,542,0,"Transferencias de Capital al Sector Pecuario",5,4
2019,543,0,"Transferencias de Capital al Sector Pesquero",5,4
2019,544,0,"Transferencias de Capital al Sector Manufacturero",5,4
2019,549,0,"Transferencias de Capital,otro Sector no incluído anteriores",5,4
2019,549,4,"Capitalización a CND por participacion en AGOLAN S.A.",5,4
2019,551,0,"Científicas y de investigación",5,5
2019,551,1,"Consejo de Capacitación Profesional (COCAP)",5,5
2019,551,2,"Instituto Histórico y Geográfico",5,5
2019,551,3,"Instituto Nal de Investigaciones Agropecuarias-Aporte Anual",5,5
2019,551,4,"Programa de Desarrollo de Ciencia Básicas  (Pedeciba)",5,5
2019,551,5,"Instituto Antártico Uruguayo",5,5
2019,551,6,"Instituto Plan Agropecuario-Retribuciones Personales",5,5
2019,551,7,"Instituto Plan Agropecuario-Gastos Funcionamiento",5,5
2019,551,10,"Movimiento Juventud Agraria",5,5
2019,551,11,"Fundación ""Instituto Pasteur""",5,5
2019,551,12,"Programa de Biodiversidad y Desarrollo Sustentable (PROBID)",5,5
2019,551,13,"Apoyo a la Gestión Integral Costera del Río de la Plata",5,5
2019,551,14,"Instituto Nacional de Investigaciones Agropecuarias",5,5
2019,551,15,"Agencia Nacional de Investigación e Innovación",5,5
2019,551,16,"Centro Uruguayo de Imagenología Molecular",5,5
2019,551,17,"Instituto Nacional de la Leche - INALE",5,5
2019,551,18,"Fondo Transferencia de Tecnología, Capacitación Agropecuaria",5,5
2019,551,19,"Instituto de Regulacion y Control del Cannabis IRCCA",5,5
2019,551,20,"Fundación Zelmar Michellini",5,5
2019,551,21,"Fundación Génesis Uruguay",5,5
2019,551,22,"Parque Cientifico y Tecnológico de Pando",5,5
2019,551,23,"Instituto Cuesta Duarte",5,5
2019,552,0,"Educativas",5,5
2019,552,1,"Escuela Horizonte",5,5
2019,552,3,"Instituto Psico-Pedagógico Uruguayo",5,5
2019,552,4,"Academia Nacional De Letras",5,5
2019,552,5,"Instituto Jacobo Zibil - Florida",5,5
2019,552,6,"Hogar La Huella",5,5
2019,552,7,"Hogar Infantiles Los Zorzales-Movimiento Mujeres San Carlos",5,5
2019,552,9,"Fundación Winners",5,5
2019,552,11,"Centro de Educación Individualizada",5,5
2019,552,12,"Beca Carlos Quijano",5,5
2019,552,13,"Asociación Francois Xabier Bagnaund",5,5
2019,552,14,"Centro Educativo para Niños Autistas de Young",5,5
2019,552,15,"Academia Nacional de Medicina",5,5
2019,552,18,"Academia de Ciencias",5,5
2019,552,19,"Centro de Estudios Fiscales",5,5
2019,552,20,"Asociaciòn Canaria de Autismo y TGD del Uruguay (ACATU)",5,5
2019,552,21,"Asociaciòn Civil Mburucuya",5,5
2019,552,22,"Asociaciòn de Padres de Autistas de Maldonado (ADEPA)",5,5
2019,552,23,"Centro de Atenciòn Especializada (CEDAE)",5,5
2019,552,24,"Centro Ybyray",5,5
2019,552,25,"Fundaciòn Braille del Uruguay",5,5
2019,552,26,"Granja  p/jovenes y adultos discapac.""La esperanza Sabalera""",5,5
2019,552,27,"Movimiento Scout del Uruguay",5,5
2019,552,28,"Escuelita de Futbol Infantil ""Pelota de trapo""",5,5
2019,552,29,"Academia de Veterinaria",5,5
2019,552,31,"Querer la vida QUELAVI",5,5
2019,552,32,"Centro Pedagogico Terapeutico (CPT)",5,5
2019,552,33,"Scouts del Uruguay",5,5
2019,552,34,"Centro de Integración de Discapacitados CINDIS",5,5
2019,552,35,"Centro Providencia",5,5
2019,552,36,"Centro Arai",5,5
2019,552,37,"Plan Ceibal",5,5
2019,552,38,"Centro de Rehabilitación de Maldonado",5,5
2019,552,39,"Centro Esperanza de Young",5,5
2019,552,40,"Centro de Rehabilitación Ecuestre",5,5
2019,552,41,"Escuela Natural e Integral de Rivera",5,5
2019,552,42,"Fundacion Chamangá",5,5
2019,552,43,"Instituto Rehabilitación Visual pers. Ciegas y Baja Vision",5,5
2019,552,44,"Proyecto Cimientos",5,5
2019,553,0,"De Proteccion A La Salud",5,5
2019,553,1,"Comisión Hononoraria Lucha Antituber.y Enferm Prevalentes",5,5
2019,553,2,"Asociación Uruguaya de Lucha contra Cáncer",5,5
2019,553,3,"Liga Uruguaya contra la Tuberculosis",5,5
2019,553,4,"Fundación Pro-Cardias",5,5
2019,553,6,"Atención para Habitantes con Carné de Salud de MSP",5,5
