"AÑO","CODIGOINCISO","CODIGOPROGRAMA","CODIGOPROYECTO","NOMBREPROYECTO"
2018,9,282,973,"Inmuebles"
2018,9,282,974,"Vehículos"
2018,9,283,0,"Funcionamiento"
2018,9,283,701,"Remodelación Edificio Sede"
2018,9,283,704,"Desarrollo del Producto Turístico Histórico Cultural"
2018,9,283,705,"Desarrollo del Producto Turístico Termal"
2018,9,283,706,"Desarrollo del Producto Turístico Sol y Playa"
2018,9,283,707,"Desarrollo del Producto Turístico de Naturaleza"
2018,9,283,708,"Desarrollo del Producto Turístico de Ciudad y Negocios"
2018,9,283,711,"Informática"
2018,9,283,712,"Centros de Informes"
2018,9,283,725,"Mejoras de la competitividad de Destinos Turísticos"
2018,9,283,735,"Adquisicion de equipos, mobiliario y automotores"
2018,9,283,736,"Equipamiento"
2018,9,283,738,"Sistema Nacional de Turismo Social"
2018,9,283,739,"Señaléctica"
2018,9,283,740,"Mantenimiento y reparación de inmuebles"
2018,9,283,742,"Productos turísticos segmentados"
2018,9,283,743,"Automotores"
2018,9,283,750,"Equipamiento del Laboratorio Control de Dopaje"
2018,9,283,971,"Equipamiento y mobiliario de oficina"
2018,9,283,972,"Informática"
2018,9,283,973,"Inmuebles"
2018,9,283,974,"Vehículos"
2018,9,320,0,"Funcionamiento"
2018,9,320,201,"Mejora competit.dest.turísticos"
2018,9,320,701,"Remodelación Edificio Sede"
2018,9,320,704,"Desarrollo del Producto Turístico Histórico Cultural"
2018,9,320,705,"Desarrollo del Producto Turístico Termal"
2018,9,320,706,"Desarrollo del Producto Turístico Sol y Playa"
2018,9,320,707,"Desarrollo del Producto Turístico de Naturaleza"
2018,9,320,708,"Centros de Reuniones"
2018,9,320,711,"Informática"
2018,9,320,712,"Centros de Informes"
2018,9,320,725,"Mejoras de la competitividad de Destinos Turísticos"
2018,9,320,726,"Mejoras de infraestructura de interés turístico"
2018,9,320,735,"Adquisicion de equipos, mobiliario y automotores"
2018,9,320,736,"Equipamiento"
2018,9,320,738,"Sistema Nacional de Turismo Social"
2018,9,320,739,"Señaléctica"
2018,9,320,740,"Mantenimiento y reparación de inmuebles"
2018,9,320,742,"Productos turísticos segmentados"
2018,9,320,743,"Automotores"
2018,9,320,971,"Equipamiento y mobiliario de oficina"
2018,9,320,972,"Informática"
2018,9,320,973,"Inmuebles"
2018,9,320,974,"Vehículos"
2018,9,321,0,"Funcionamiento"
2018,9,321,201,"Mejora competit.dest.turísticos"
2018,9,321,701,"Remodelación Edificio Sede"
2018,9,321,704,"Desarrollo del Producto Turístico Histórico Cultural"
2018,9,321,705,"Desarrollo del Producto Turístico Termal"
2018,9,321,706,"Desarrollo del Producto Turístico Sol y Playa"
2018,9,321,707,"Desarrollo del Producto Turístico de Naturaleza"
2018,9,321,708,"Desarrollo del Producto Turístico de Ciudad y Negocios"
2018,9,321,711,"Informática"
2018,9,321,712,"Centros de Informes"
2018,9,321,725,"Mejoras de la competitividad de Destinos Turísticos"
2018,9,321,735,"Adquisicion de equipos, mobiliario y automotores"
2018,9,321,736,"Equipamiento"
2018,9,321,738,"Sistema Nacional de Turismo Social"
2018,9,321,739,"Señaléctica"
2018,9,321,740,"Mantenimiento y reparación de inmuebles"
2018,9,321,742,"Productos turísticos segmentados"
2018,9,321,743,"Automotores"
2018,9,321,971,"Equipamiento y mobiliario de oficina"
2018,9,321,972,"Informática"
2018,9,321,973,"Inmuebles"
2018,9,321,974,"Vehículos"
2018,9,322,0,"Funcionamiento"
2018,9,322,201,"Mejora competit.dest.turísticos"
2018,9,322,701,"Remodelación Edificio Sede"
2018,9,322,704,"Desarrollo del Producto Turístico Histórico Cultural"
2018,9,322,705,"Desarrollo del Producto Turístico Termal"
2018,9,322,706,"Desarrollo del Producto Turístico Sol y Playa"
2018,9,322,707,"Desarrollo del Producto Turístico de Naturaleza"
2018,9,322,708,"Desarrollo del Producto Turístico de Ciudad y Negocios"
2018,9,322,711,"Informática"
2018,9,322,712,"Centros de Informes"
2018,9,322,725,"Mejoras de la competitividad de Destinos Turísticos"
2018,9,322,735,"Adquisicion de equipos, mobiliario y automotores"
2018,9,322,736,"Equipamiento"
2018,9,322,738,"Sistema Nacional de Turismo Social"
2018,9,322,739,"Señaléctica"
2018,9,322,740,"Mantenimiento y reparación de inmuebles"
2018,9,322,742,"Productos turísticos segmentados"
2018,9,322,743,"Automotores"
2018,9,322,971,"Equipamiento y mobiliario de oficina"
2018,9,322,972,"Informática"
2018,9,322,973,"Inmuebles"
2018,9,322,974,"Vehículos"
2018,9,323,0,"Funcionamiento"
2018,9,323,121,"Igualdad de Gènero"
2018,9,323,201,"Mejora competit.dest.turísticos"
2018,9,323,701,"Remodelación Edificio Sede"
2018,9,323,704,"Desarrollo del Producto Turístico Histórico Cultural"
2018,9,323,705,"Desarrollo del Producto Turístico Termal"
2018,9,323,706,"Desarrollo del Producto Turístico Sol y Playa"
2018,9,323,707,"Desarrollo del Producto Turístico de Naturaleza"
2018,9,323,708,"Desarrollo del Producto Turístico de Ciudad y Negocios"
2018,9,323,711,"Informática"
2018,9,323,712,"Centros de Informes"
2018,9,323,725,"Mejoras de la competitividad de Destinos Turísticos"
2018,9,323,735,"Adquisicion de equipos, mobiliario y automotores"
2018,9,323,736,"Equipamiento"
2018,9,323,738,"Sistema Nacional de Turismo Social"
2018,9,323,739,"Señaléctica"
2018,9,323,740,"Mantenimiento y reparación de inmuebles"
2018,9,323,742,"Productos turísticos segmentados"
2018,9,323,743,"Automotores"
2018,9,323,971,"Equipamiento y mobiliario de oficina"
2018,9,323,972,"Informática"
2018,9,323,973,"Inmuebles"
2018,9,323,974,"Vehículos"
2018,9,345,0,"Funcionamiento"
2018,9,345,701,"Remodelación Edificio Sede"
2018,9,345,704,"Desarrollo del Producto Turístico Histórico Cultural"
2018,9,345,705,"Desarrollo del Producto Turístico Termal"
2018,9,345,706,"Desarrollo del Producto Turístico Sol y Playa"
2018,9,345,707,"Desarrollo del Producto Turístico de Naturaleza"
2018,9,345,708,"Desarrollo del Producto Turístico de Ciudad y Negocios"
2018,9,345,711,"Informática"
2018,9,345,712,"Centros de Informes"
2018,9,345,725,"Mejoras de la competitividad de Destinos Turísticos"
2018,9,345,735,"Adquisicion de equipos, mobiliario y automotores"
2018,9,345,736,"Equipamiento"
2018,9,345,738,"Sistema Nacional de Turismo Social"
2018,9,345,739,"Señaléctica"
2018,9,345,740,"Mantenimiento y reparación de inmuebles"
2018,9,345,742,"Productos turísticos segmentados"
2018,9,345,743,"Automotores"
2018,9,345,971,"Equipamiento y mobiliario de oficina"
2018,9,345,972,"Informática"
2018,9,345,973,"Inmuebles"
2018,9,345,974,"Vehículos"
2018,9,346,0,"Funcionamiento"
2018,9,346,701,"Remodelación Edificio Sede"
2018,9,346,704,"Desarrollo del Producto Turístico Histórico Cultural"
2018,9,346,705,"Desarrollo del Producto Turístico Termal"
2018,9,346,706,"Desarrollo del Producto Turístico Sol y Playa"
2018,9,346,707,"Desarrollo del Producto Turístico de Naturaleza"
2018,9,346,708,"Desarrollo del Producto Turístico de Ciudad y Negocios"
2018,9,346,711,"Informática"
2018,9,346,712,"Centros de Informes"
2018,9,346,725,"Mejoras de la competitividad de Destinos Turísticos"
2018,9,346,735,"Adquisicion de equipos, mobiliario y automotores"
2018,9,346,736,"Equipamiento"
2018,9,346,738,"Sistema Nacional de Turismo Social"
2018,9,346,739,"Señaléctica"
2018,9,346,740,"Mantenimiento y reparación de inmuebles"
2018,9,346,742,"Productos turísticos segmentados"
2018,9,346,743,"Automotores"
2018,9,346,971,"Equipamiento y mobiliario de oficina"
2018,9,346,972,"Informática"
2018,9,346,973,"Inmuebles"
2018,9,346,974,"Vehículos"
2018,9,363,0,"Funcionamiento"
2018,9,363,701,"Remodelación Edificio Sede"
2018,9,363,704,"Desarrollo del Producto Turístico Histórico Cultural"
2018,9,363,705,"Desarrollo del Producto Turístico Termal"
2018,9,363,706,"Desarrollo del Producto Turístico Sol y Playa"
2018,9,363,707,"Desarrollo del Producto Turístico de Naturaleza"
2018,9,363,708,"Desarrollo del Producto Turístico de Ciudad y Negocios"
2018,9,363,711,"Informática"
2018,9,363,712,"Centros de Informes"
2018,9,363,725,"Mejoras de la competitividad de Destinos Turísticos"
2018,9,363,735,"Adquisicion de equipos, mobiliario y automotores"
2018,9,363,736,"Equipamiento"
2018,9,363,738,"Sistema Nacional de Turismo Social"
2018,9,363,739,"Señaléctica"
2018,9,363,740,"Mantenimiento y reparación de inmuebles"
2018,9,363,742,"Productos turísticos segmentados"
2018,9,363,743,"Automotores"
2018,9,363,971,"Equipamiento y mobiliario de oficina"
2018,9,363,972,"Informática"
2018,9,363,973,"Inmuebles"
2018,9,363,974,"Vehículos"
2018,9,400,0,"Funcionamiento"
2018,9,400,121,"Igualdad de Género"
2018,9,400,701,"Remodelación Edificio Sede"
2018,9,400,704,"Desarrollo del Producto Turístico Histórico Cultural"
2018,9,400,705,"Desarrollo del Producto Turístico Termal"
2018,9,400,706,"Desarrollo del Producto Turístico Sol y Playa"
2018,9,400,707,"Desarrollo del Producto Turístico de Naturaleza"
2018,9,400,708,"Desarrollo del Producto Turístico de Ciudad y Negocios"
2018,9,400,711,"Informática"
2018,9,400,712,"Centros de Informes"
2018,9,400,725,"Mejoras de la competitividad de Destinos Turísticos"
2018,9,400,735,"Adquisicion de equipos, mobiliario y automotores"
2018,9,400,736,"Equipamiento"
2018,9,400,738,"Sistema Nacional de Turismo Social"
2018,9,400,739,"Señaléctica"
2018,9,400,740,"Mantenimiento y reparación de inmuebles"
2018,9,400,742,"Productos turísticos segmentados"
2018,9,400,743,"Automotores"
2018,9,400,971,"Equipamiento y mobiliario de oficina"
2018,9,400,972,"Informática"
2018,9,400,973,"Inmuebles"
2018,9,400,974,"Vehículos"
2018,9,442,0,"Funcionamiento"
2018,9,442,701,"Remodelación Edificio Sede"
2018,9,442,704,"Desarrollo del Producto Turístico Histórico Cultural"
2018,9,442,705,"Desarrollo del Producto Turístico Termal"
2018,9,442,706,"Desarrollo del Producto Turístico Sol y Playa"
2018,9,442,707,"Desarrollo del Producto Turístico de Naturaleza"
2018,9,442,708,"Desarrollo del Producto Turístico de Ciudad y Negocios"
2018,9,442,711,"Informática"
2018,9,442,712,"Centros de Informes"
2018,9,442,725,"Mejoras de la competitividad de Destinos Turísticos"
2018,9,442,735,"Adquisicion de equipos, mobiliario y automotores"
2018,9,442,736,"Equipamiento"
2018,9,442,738,"Sistema Nacional de Turismo Social"
2018,9,442,739,"Señaléctica"
2018,9,442,740,"Mantenimiento y reparación de inmuebles"
2018,9,442,742,"Productos turísticos segmentados"
2018,9,442,743,"Automotores"
2018,9,442,971,"Equipamiento y mobiliario de oficina"
2018,9,442,972,"Informática"
2018,9,442,973,"Inmuebles"
2018,9,442,974,"Vehículos"
2018,9,815,0,"Funcionamiento"
2018,9,815,701,"Remodelación Edificio Sede"
2018,9,815,704,"Desarrollo del Producto Turístico Histórico Cultural"
2018,9,815,705,"Desarrollo del Producto Turístico Termal"
2018,9,815,706,"Desarrollo del Producto Turístico Sol y Playa"
2018,9,815,707,"Desarrollo del Producto Turístico de Naturaleza"
2018,9,815,708,"Desarrollo del Producto Turístico de Ciudad y Negocios"
2018,9,815,711,"Informática"
2018,9,815,712,"Centros de Informes"
2018,9,815,725,"Mejoras de la competitividad de Destinos Turísticos"
2018,9,815,735,"Adquisicion de equipos, mobiliario y automotores"
2018,9,815,736,"Equipamiento"
2018,9,815,738,"Sistema Nacional de Turismo Social"
2018,9,815,739,"Señaléctica"
2018,9,815,740,"Mantenimiento y reparación de inmuebles"
2018,9,815,742,"Productos turísticos segmentados"
2018,9,815,743,"Automotores"
2018,9,815,971,"Equipamiento y mobiliario de oficina"
2018,9,815,972,"Informática"
2018,9,815,973,"Inmuebles"
2018,9,815,974,"Vehículos"
2018,10,280,0,"Funcionamiento"
2018,10,280,302,"Mantenimiento del programa"
2018,10,280,701,"Fortalecimiento  institucional"
2018,10,280,702,"Convenios"
2018,10,280,706,"Equipamiento informático"
2018,10,280,712,"Anillo Colector Perimetral de Montevideo"
2018,10,280,722,"Rutas Varias"
2018,10,280,725,"Fortalecimiento Institucional"
2018,10,280,730,"Inversión de Ejercicios Anteriores"
2018,10,280,745,"Investigación Estudios de Preinversión y contralor de obras"
2018,10,280,750,"Rutas"
2018,10,280,752,"Puentes"
2018,10,280,754,"Seguridad Vial"
2018,10,280,756,"Mejoramiento Institucional"
2018,10,280,757,"Puertos y Vías Navegables"
2018,10,280,758,"Adq. inmuebles, equipos, herramientas, ropa trabajo, etc."
2018,10,280,759,"Gastos de estudio y preinversión"
2018,10,280,760,"Recursos Hídricos, materiales fluviales y obras hidráulicas"
2018,10,280,761,"Regul.de part.de Obras ejec.por el sist.de Adm.Directa"
2018,10,280,762,"Adquisición de maquinaria"
2018,10,280,763,"Renovación del Parque Automotor"
2018,10,280,764,"Obradores y Sedes Dirección Nacional Arquitectura"
2018,10,280,765,"Expropiaciones para Obras"
2018,10,280,766,"Mantenimiento de balanzas"
2018,10,280,769,"Controles de pesaje e Inspección Técnica Vehicular"
2018,10,280,771,"Adquisición de vehículos"
2018,10,280,773,"Edificios"
2018,10,280,777,"Ruta 1: Libertad - Colonia"
2018,10,280,788,"Muestras y Exposiciones"
2018,10,280,845,"Adquisición de Vehículos"
2018,10,280,846,"Programa Hidrovía Paraná-Paraguay"
2018,10,280,847,"Desarrollo de la Marina Mercante Nacional"
2018,10,280,848,"Reformulación del cuerpo inspectivo"
2018,10,280,849,"Asistencia técnica"
2018,10,280,850,"Servicios de transporte por carretera"
2018,10,280,853,"Mantenimiento del programa"
2018,10,280,855,"Mantenimiento del Programa"
2018,10,280,856,"Mantenimiento del Programa"
2018,10,280,857,"Plan de Mantenimiento"
2018,10,280,858,"Mantenimiento"
2018,10,280,859,"Mantenimiento del programa"
2018,10,280,860,"Desarrollo Plan director Area Metropolitana de Montevideo"
2018,10,280,861,"Consolidar la formalidad en el transporte de cargas por carr"
2018,10,280,862,"Fortalecimiento institucional"
2018,10,280,900,"Apoyo al Plan de Emergencia Social"
2018,10,280,903,"Seguridad en el tránsito"
2018,10,280,908,"Asistencia Técnica"
2018,10,280,923,"Culminación y refacción de las obras del Edificio EDIR"
2018,10,280,924,"Planes Especiales de Interés Nacional"
2018,10,280,925,"Refacciones y adecuaciones edificios MTOP"
2018,10,280,926,"Equipamiento Archivo Gráfico y Material Topográfico"
2018,10,280,927,"Equipamiento de Oficina"
2018,10,280,929,"Gastos asesorías, compra de equipos y vehículos"
2018,10,280,934,"Coordinación, difusión, extensión e investigación aplicada"
2018,10,280,935,"Desarrollo de bases y equipamiento de las redes informáticas"
2018,10,280,936,"Desarrollo Tecnológico y Capacitación"
2018,10,280,937,"Desarrollo y Complementación de los Sistemas Micrográficos"
2018,10,280,938,"Automatización y Regularización de Gestión"
2018,10,280,939,"Infraestructura Nacional de Datos Espaciales"
2018,10,280,956,"Puente Colonia Bs.As."
2018,10,280,971,"Equipamiento y mobiliario de oficina"
2018,10,280,972,"Informática"
2018,10,280,973,"Inmuebles"
2018,10,280,974,"Vehículos"
2018,10,280,999,"Mantenimiento y conservación de la red"
2018,10,282,0,"Funcionamiento"
2018,10,282,701,"Fortalecimiento  institucional"
2018,10,282,702,"Convenios"
2018,10,282,703,"Convenios con  instituciones deportivas"
2018,10,282,706,"Equipamiento informático"
2018,10,282,712,"Anillo Colector Perimetral de Montevideo"
2018,10,282,722,"Rutas Varias"
2018,10,282,725,"Fortalecimiento Institucional"
2018,10,282,730,"Inversión de Ejercicios Anteriores"
2018,10,282,745,"Investigación Estudios de Preinversión y contralor de obras"
2018,10,282,750,"Rutas"
2018,10,282,752,"Puentes"
2018,10,282,754,"Seguridad Vial"
2018,10,282,756,"Mejoramiento Institucional"
2018,10,282,757,"Puertos y Vías Navegables"
2018,10,282,758,"Adq. inmuebles, equipos, herramientas, ropa trabajo, etc."
2018,10,282,759,"Gastos de estudio y preinversión"
2018,10,282,760,"Recursos Hídricos, materiales fluviales y obras hidráulicas"
2018,10,282,761,"Regul.de part.de Obras ejec.por el sist.de Adm.Directa"
2018,10,282,762,"Adquisición de maquinaria"
2018,10,282,763,"Renovación del Parque Automotor"
2018,10,282,764,"Obradores y Sedes Dirección Nacional Arquitectura"
2018,10,282,765,"Expropiaciones para Obras"
2018,10,282,766,"Mantenimiento de balanzas"
2018,10,282,769,"Controles de pesaje e Inspección Técnica Vehicular"
2018,10,282,771,"Adquisición de vehículos"
2018,10,282,773,"Edificios"
2018,10,282,777,"Ruta 1: Libertad - Colonia"
2018,10,282,788,"Muestras y Exposiciones"
2018,10,282,845,"Adquisición de Vehículos"
2018,10,282,846,"Programa Hidrovía Paraná-Paraguay"
2018,10,282,847,"Desarrollo de la Marina Mercante Nacional"
2018,10,282,848,"Reformulación del cuerpo inspectivo"
2018,10,282,849,"Asistencia técnica"
2018,10,282,850,"Servicios de transporte por carretera"
2018,10,282,853,"Mantenimiento del programa"
2018,10,282,855,"Mantenimiento del Programa"
2018,10,282,856,"Mantenimiento del Programa"
2018,10,282,857,"Plan de Mantenimiento"
2018,10,282,858,"Mantenimiento"
2018,10,282,859,"Mantenimiento del programa"
2018,10,282,860,"Desarrollo Plan director Area Metropolitana de Montevideo"
2018,10,282,861,"Consolidar la formalidad en el transporte de cargas por carr"
2018,10,282,862,"Fortalecimiento institucional"
2018,10,282,900,"Apoyo al Plan de Emergencia Social"
2018,10,282,903,"Seguridad en el tránsito"
2018,10,282,908,"Asistencia Técnica"
2018,10,282,923,"Culminación y refacción de las obras del Edificio EDIR"
2018,10,282,924,"Planes Especiales de Interés Nacional"
2018,10,282,925,"Refacciones y adecuaciones edificios MTOP"
2018,10,282,926,"Equipamiento Archivo Gráfico y Material Topográfico"
2018,10,282,927,"Equipamiento de Oficina"
2018,10,282,929,"Gastos asesorías, compra de equipos y vehículos"
2018,10,282,934,"Coordinación, difusión, extensión e investigación aplicada"
2018,10,282,935,"Desarrollo de bases y equipamiento de las redes informáticas"
2018,10,282,936,"Desarrollo Tecnológico y Capacitación"
2018,10,282,937,"Desarrollo y Complementación de los Sistemas Micrográficos"
2018,10,282,938,"Automatización y Regularización de Gestión"
2018,10,282,939,"Infraestructura Nacional de Datos Espaciales"
2018,10,282,956,"Puente Colonia Bs.As."
2018,10,282,971,"Equipamiento y mobiliario de oficina"
2018,10,282,972,"Informática"
2018,10,282,973,"Inmuebles"
2018,10,282,974,"Vehículos"
2018,10,282,999,"Mantenimiento y conservación de la red"
2018,10,344,0,"Funcionamiento"
2018,10,344,302,"Mantenimiento del programa"
2018,10,344,701,"Fortalecimiento  institucional"
2018,10,344,702,"Convenios"
2018,10,344,706,"Equipamiento informático"
2018,10,344,712,"Anillo Colector Perimetral de Montevideo"
2018,10,344,722,"Rutas Varias"
2018,10,344,725,"Fortalecimiento Institucional"
2018,10,344,730,"Inversión de Ejercicios Anteriores"
2018,10,344,745,"Investigación Estudios de Preinversión y contralor de obras"
2018,10,344,750,"Rutas"
2018,10,344,752,"Puentes"
2018,10,344,754,"Seguridad Vial"
2018,10,344,756,"Mejoramiento Institucional"
2018,10,344,757,"Puertos y Vías Navegables"
2018,10,344,758,"Adq. inmuebles, equipos, herramientas, ropa trabajo, etc."
2018,10,344,759,"Gastos de estudio y preinversión"
2018,10,344,760,"Recursos Hídricos, materiales fluviales y obras hidráulicas"
2018,10,344,761,"Regul.de part.de Obras ejec.por el sist.de Adm.Directa"
2018,10,344,762,"Adquisición de maquinaria"
2018,10,344,763,"Renovación del Parque Automotor"
2018,10,344,764,"Obradores y Sedes Dirección Nacional Arquitectura"
2018,10,344,765,"Expropiaciones para Obras"
2018,10,344,766,"Mantenimiento de balanzas"
2018,10,344,769,"Controles de pesaje e Inspección Técnica Vehicular"
2018,10,344,771,"Adquisición de vehículos"
2018,10,344,773,"Edificios"
2018,10,344,777,"Ruta 1: Libertad - Colonia"
2018,10,344,788,"Muestras y Exposiciones"
2018,10,344,845,"Adquisición de Vehículos"
2018,10,344,846,"Programa Hidrovía Paraná-Paraguay"
2018,10,344,847,"Desarrollo de la Marina Mercante Nacional"
2018,10,344,848,"Reformulación del cuerpo inspectivo"
2018,10,344,849,"Asistencia técnica"
2018,10,344,850,"Servicios de transporte por carretera"
2018,10,344,853,"Mantenimiento del programa"
2018,10,344,855,"Mantenimiento del Programa"
2018,10,344,856,"Mantenimiento del Programa"
2018,10,344,857,"Plan de Mantenimiento"
2018,10,344,858,"Mantenimiento"
2018,10,344,859,"Mantenimiento del programa"
2018,10,344,860,"Desarrollo Plan director Area Metropolitana de Montevideo"
2018,10,344,861,"Consolidar la formalidad en el transporte de cargas por carr"
2018,10,344,862,"Fortalecimiento institucional"
2018,10,344,900,"Apoyo al Plan de Emergencia Social"
2018,10,344,903,"Seguridad en el tránsito"
2018,10,344,908,"Asistencia Técnica"
2018,10,344,923,"Culminación y refacción de las obras del Edificio EDIR"
2018,10,344,924,"Planes Especiales de Interés Nacional"
2018,10,344,925,"Refacciones y adecuaciones edificios MTOP"
2018,10,344,926,"Equipamiento Archivo Gráfico y Material Topográfico"
2018,10,344,927,"Equipamiento de Oficina"
2018,10,344,929,"Gastos asesorías, compra de equipos y vehículos"
2018,10,344,934,"Coordinación, difusión, extensión e investigación aplicada"
2018,10,344,935,"Desarrollo de bases y equipamiento de las redes informáticas"
2018,10,344,936,"Desarrollo Tecnológico y Capacitación"
2018,10,344,937,"Desarrollo y Complementación de los Sistemas Micrográficos"
2018,10,344,938,"Automatización y Regularización de Gestión"
2018,10,344,939,"Infraestructura Nacional de Datos Espaciales"
2018,10,344,956,"Puente Colonia Bs.As."
2018,10,344,971,"Equipamiento y mobiliario de oficina"
2018,10,344,972,"Informática"
2018,10,344,973,"Inmuebles"
2018,10,344,974,"Vehículos"
2018,10,344,999,"Mantenimiento y conservación de la red"
2018,10,346,0,"Funcionamiento"
2018,10,346,302,"Mantenimiento del programa"
2018,10,346,701,"Fortalecimiento  institucional"
2018,10,346,702,"Convenios"
2018,10,346,706,"Equipamiento informático"
2018,10,346,712,"Anillo Colector Perimetral de Montevideo"
2018,10,346,722,"Rutas Varias"
2018,10,346,725,"Fortalecimiento Institucional"
2018,10,346,730,"Inversión de Ejercicios Anteriores"
2018,10,346,745,"Investigación Estudios de Preinversión y contralor de obras"
2018,10,346,750,"Rutas"
2018,10,346,752,"Puentes"
2018,10,346,754,"Seguridad Vial"
2018,10,346,756,"Mejoramiento Institucional"
2018,10,346,757,"Puertos y Vías Navegables"
2018,10,346,758,"Adq. inmuebles, equipos, herramientas, ropa trabajo, etc."
2018,10,346,759,"Gastos de estudio y preinversión"
2018,10,346,760,"Recursos Hídricos, materiales fluviales y obras hidráulicas"
2018,10,346,761,"Regul.de part.de Obras ejec.por el sist.de Adm.Directa"
2018,10,346,762,"Adquisición de maquinaria"
2018,10,346,763,"Renovación del Parque Automotor"
2018,10,346,764,"Obradores y Sedes Dirección Nacional Arquitectura"
2018,10,346,765,"Expropiaciones para Obras"
2018,10,346,766,"Mantenimiento de balanzas"
2018,10,346,769,"Controles de pesaje e Inspección Técnica Vehicular"
2018,10,346,771,"Adquisición de vehículos"
2018,10,346,773,"Edificios"
2018,10,346,777,"Ruta 1: Libertad - Colonia"
2018,10,346,788,"Muestras y Exposiciones"
2018,10,346,845,"Adquisición de Vehículos"
2018,10,346,846,"Programa Hidrovía Paraná-Paraguay"
2018,10,346,847,"Desarrollo de la Marina Mercante Nacional"
2018,10,346,848,"Reformulación del cuerpo inspectivo"
2018,10,346,849,"Asistencia técnica"
2018,10,346,850,"Servicios de transporte por carretera"
2018,10,346,853,"Mantenimiento del programa"
2018,10,346,855,"Mantenimiento del Programa"
2018,10,346,856,"Mantenimiento del Programa"
2018,10,346,857,"Plan de Mantenimiento"
2018,10,346,858,"Mantenimiento"
2018,10,346,859,"Mantenimiento del programa"
2018,10,346,860,"Desarrollo Plan director Area Metropolitana de Montevideo"
2018,10,346,861,"Consolidar la formalidad en el transporte de cargas por carr"
2018,10,346,862,"Fortalecimiento institucional"
2018,10,346,900,"Apoyo al Plan de Emergencia Social"
2018,10,346,903,"Seguridad en el tránsito"
2018,10,346,908,"Asistencia Técnica"
2018,10,346,923,"Culminación y refacción de las obras del Edificio EDIR"
2018,10,346,924,"Planes Especiales de Interés Nacional"
2018,10,346,925,"Refacciones y adecuaciones edificios MTOP"
2018,10,346,926,"Equipamiento Archivo Gráfico y Material Topográfico"
2018,10,346,927,"Equipamiento de Oficina"
2018,10,346,929,"Gastos asesorías, compra de equipos y vehículos"
2018,10,346,934,"Coordinación, difusión, extensión e investigación aplicada"
2018,10,346,935,"Desarrollo de bases y equipamiento de las redes informáticas"
2018,10,346,936,"Desarrollo Tecnológico y Capacitación"
2018,10,346,937,"Desarrollo y Complementación de los Sistemas Micrográficos"
2018,10,346,938,"Automatización y Regularización de Gestión"
2018,10,346,939,"Infraestructura Nacional de Datos Espaciales"
2018,10,346,956,"Puente Colonia Bs.As."
2018,10,346,971,"Equipamiento y mobiliario de oficina"
2018,10,346,972,"Informática"
2018,10,346,973,"Inmuebles"
2018,10,346,974,"Vehículos"
2018,10,346,999,"Mantenimiento y conservación de la red"
2018,10,360,0,"Funcionamiento"
2018,10,360,302,"Mantenimiento del programa"
2018,10,360,501,"Fortalecimiento  Institucional"
2018,10,360,701,"Fortalecimiento  institucional"
2018,10,360,702,"Convenios"
2018,10,360,706,"Equipamiento informático"
2018,10,360,712,"Anillo Colector Perimetral de Montevideo"
2018,10,360,722,"Rutas Varias"
2018,10,360,725,"Fortalecimiento Institucional"
2018,10,360,730,"Inversión de Ejercicios Anteriores"
2018,10,360,745,"Investigación Estudios de Preinversión y contralor de obras"
2018,10,360,750,"Rutas"
2018,10,360,752,"Puentes"
2018,10,360,754,"Seguridad Vial"
2018,10,360,756,"Mejoramiento Institucional"
2018,10,360,757,"Puertos y Vías Navegables"
2018,10,360,758,"Adq. inmuebles, equipos, herramientas, ropa trabajo, etc."
2018,10,360,759,"Gastos de estudio y preinversión"
2018,10,360,760,"Recursos Hídricos, materiales fluviales y obras hidráulicas"
2018,10,360,761,"Regul.de part.de Obras ejec.por el sist.de Adm.Directa"
2018,10,360,762,"Adquisición de maquinaria"
2018,10,360,763,"Renovación del Parque Automotor"
2018,10,360,764,"Obradores y Sedes Dirección Nacional Arquitectura"
2018,10,360,765,"Expropiaciones para Obras"
2018,10,360,766,"Mantenimiento de balanzas"
2018,10,360,769,"Controles de pesaje e Inspección Técnica Vehicular"
2018,10,360,771,"Adquisición de vehículos"
2018,10,360,773,"Edificios"
2018,10,360,777,"Ruta 1: Libertad - Colonia"
2018,10,360,788,"Muestras y Exposiciones"
2018,10,360,845,"Adquisición de Vehículos"
2018,10,360,846,"Programa Hidrovía Paraná-Paraguay"
2018,10,360,847,"Desarrollo de la Marina Mercante Nacional"
2018,10,360,848,"Reformulación del cuerpo inspectivo"
2018,10,360,849,"Asistencia técnica"
2018,10,360,850,"Servicios de transporte por carretera"
2018,10,360,853,"Mantenimiento de programa"
2018,10,360,855,"Mantenimiento del Programa"
2018,10,360,856,"Mantenimiento del Programa"
2018,10,360,857,"Plan de Mantenimiento"
2018,10,360,858,"Mantenimiento"
2018,10,360,859,"Mantenimiento del programa"
2018,10,360,860,"Desarrollo Plan director Area Metropolitana de Montevideo"
2018,10,360,861,"Consolidar la formalidad en el transporte de cargas por carr"
2018,10,360,862,"Fortalecimiento institucional"
2018,10,360,900,"Apoyo al Plan de Emergencia Social"
2018,10,360,903,"Seguridad en el tránsito"
2018,10,360,908,"Asistencia Técnica"
2018,10,360,923,"Culminación y refacción de las obras del Edificio EDIR"
2018,10,360,924,"Planes Especiales de Interés Nacional"
